dates,gwo1,gwo2,gwo_phase,gwo_amp
2005-05-21,-0.376,-1.086,1,1.14924845007509
2005-05-22,-0.536,-1.366,1,1.46739633364678
2005-05-23,-0.72,-1.494,1,1.65844384891379
2005-05-24,-0.914,-1.554,1,1.80286216888591
2005-05-25,-1.114,-1.594,1,1.94469329201291
2005-05-26,-1.31,-1.302,2,1.84697157530916
2005-05-27,-1.434,-0.6,2,1.5544632514151
2005-06-23,-0.802,-0.652,2,1.03358986063138
2006-03-02,0.75,-0.766,8,1.07203358156356
2006-03-03,0.628,-1.158,8,1.31732607960216
2006-03-04,0.46,-1.414,8,1.48694182804843
2006-03-05,0.27,-1.602,8,1.62459348761467
2006-03-06,0.046,-2.01,8,2.01052629925599
2006-03-07,-0.24,-2.28,1,2.29259678094514
2006-03-08,-0.528,-2.244,1,2.30528089394763
2006-03-09,-0.812,-2.202,1,2.34694439644402
2006-03-10,-1.082,-1.91,1,2.19518199701073
2006-03-11,-1.29,-1.304,1,1.83426170433774
2006-03-12,-1.416,-0.728,2,1.59218089424537
2006-03-13,-1.482,-0.358,2,1.52462716753966
2006-03-14,-1.51,-0.052,2,1.5108950989397
2006-04-13,-1.236,-0.98,2,1.57736996294465
2006-04-14,-1.326,-0.494,2,1.41503074171553
2006-04-15,-1.368,-0.214,2,1.38463713658128
2006-05-17,0.7,-1.08,8,1.28701204345569
2006-05-18,0.518,-1.75,8,1.82505451973359
2006-05-19,0.268,-1.968,8,1.98616414226015
2006-05-20,0.028,-1.83,8,1.83021419511488
2006-05-21,-0.196,-1.642,1,1.65365655442719
2006-05-22,-0.382,-1.168,1,1.22888079161487
2006-06-07,-1.424,-1.066,2,1.77880071958609
2006-06-08,-1.54,-0.826,2,1.7475342628973
2006-06-09,-1.638,-0.706,2,1.78367037313513
2006-06-10,-1.714,-0.374,2,1.75432950154753
2007-04-11,0.234,-1.148,8,1.17160573573195
2007-04-12,0.07,-1.38,8,1.38177422178878
2007-04-13,-0.108,-1.27,1,1.27458385365577
2007-04-14,-0.25,-1.002,1,1.03271680532467
2007-04-15,-0.372,-0.958,1,1.0276906149226
2007-04-16,-0.5,-1.038,1,1.15214755999394
2007-04-17,-0.64,-1.17,1,1.33360413916574
2007-04-18,-0.8,-1.274,1,1.50435235234303
2007-04-19,-0.962,-1.196,1,1.53488110288713
2007-04-20,-1.102,-1.032,2,1.50977746704605
2007-04-21,-1.222,-0.748,2,1.43275538735682
2007-04-22,-1.292,-0.402,2,1.35309570984465
2007-04-23,-1.33,-0.254,2,1.35403692711831
2007-04-24,-1.358,-0.12,2,1.36329160490337
2007-05-20,-0.118,-1.532,1,1.53653766631346
2007-05-21,-0.326,-1.708,1,1.73883294194698
2007-05-22,-0.542,-1.636,1,1.72344422596149
2007-05-23,-0.732,-1.262,1,1.4589270029717
2007-05-24,-0.858,-0.678,2,1.09354835284042
2008-04-02,-1.058,-0.818,2,1.33734363571971
2008-04-03,-1.126,-0.164,2,1.13788048581562
2008-04-10,-1.528,-1.308,2,2.01137962602787
2008-04-11,-1.686,-1.268,2,2.10960185817135
2008-04-12,-1.85,-1.164,2,2.1857255088414
2008-04-13,-1.972,-0.738,2,2.10557070648316
2008-04-14,-2.032,-0.13,2,2.03615421812789
2008-05-18,0.048,-1.196,8,1.19696282314866
2008-05-19,-0.122,-1.45,1,1.45512336246794
2008-05-20,-0.316,-1.492,1,1.52509671824445
2008-05-21,-0.494,-1.28,1,1.37201895030645
2008-05-22,-0.638,-0.91,1,1.11137032531915
2008-05-24,-0.798,-0.516,2,0.950294691135334
2008-05-25,-0.868,-0.608,2,1.05975846304712
2008-05-26,-0.952,-0.686,2,1.17341382299681
2008-05-27,-1.036,-0.544,2,1.17014187174035
2008-05-28,-1.092,-0.454,2,1.1826157448639
2008-05-29,-1.152,-0.394,2,1.21751386029072
2008-05-30,-1.182,-0.012,2,1.18206091213609
2009-03-27,-0.814,-0.69,2,1.06709699652843
2009-03-28,-0.894,-0.58,2,1.06566223541984
2009-03-29,-0.958,-0.374,2,1.02841625813675
2009-03-30,-0.988,-0.106,2,0.993669965330542
2010-03-04,0.824,-1.016,8,1.30814066521915
2010-03-11,0.488,-0.866,8,0.994032192637643
2010-03-12,0.336,-1.37,8,1.41060129023052
2010-03-13,0.15,-1.49,8,1.49753130184314
2010-03-14,-0.04,-1.482,1,1.48253971279018
2010-03-15,-0.226,-1.378,1,1.39640968200597
2010-03-16,-0.388,-1.122,1,1.18719332882223
2010-03-17,-0.514,-0.882,1,1.02084278907185
2010-03-18,-0.618,-0.796,1,1.00774004584516
2010-03-19,-0.716,-0.68,2,0.987449239201692
2010-03-20,-0.79,-0.552,2,0.963744779492994
2010-04-20,1.004,-0.496,7,1.11983570223493
2010-04-21,0.9,-1.088,8,1.412
2010-04-22,0.734,-1.412,8,1.59138304628396
2010-04-23,0.548,-1.514,8,1.61012421881046
2010-04-24,0.362,-1.218,8,1.27065652321939
2010-04-30,-0.136,-1.326,1,1.33295611330606
2010-05-01,-0.328,-1.516,1,1.55107704515282
2010-05-02,-0.516,-1.512,1,1.59762323468332
2010-05-03,-0.712,-1.502,1,1.66221177952751
2010-05-04,-0.89,-1.27,1,1.55080624192708
2010-05-05,-1.018,-0.558,2,1.16089965113269
2010-05-28,0.436,-1.156,8,1.23548856732873
2010-05-29,0.274,-1.334,8,1.36184874343666
2010-05-30,0.1,-1.384,8,1.3876080138137
2010-05-31,-0.074,-1.258,1,1.26017459107855
2010-06-01,-0.22,-1.074,1,1.09630105354323
2010-06-02,-0.352,-0.962,1,1.02437688376886
2010-06-04,-0.564,-0.768,1,0.952848361493055
2010-06-05,-0.66,-0.688,1,0.953385546355723
2010-06-19,-1.864,-1.66,2,2.49601602558958
2010-06-20,-2.068,-1.406,2,2.5006919042537
2010-06-21,-2.212,-0.794,2,2.3501872265843
2010-06-22,-2.266,-0.0119999999999999,2,2.26603177382843
2011-03-14,-1.042,-0.974,2,1.42633796836514
2011-03-15,-1.13,-0.452,2,1.2170472464124
2011-03-16,-1.168,-0.274,2,1.19970829787911
2011-03-17,-1.208,-0.354,2,1.25880101684103
2011-03-18,-1.252,-0.246,2,1.27593887000906
2011-05-18,0.538,-1.188,8,1.30414263023643
2011-05-19,0.36,-1.566,8,1.60684660126597
2011-05-20,0.152,-1.582,8,1.58928537399675
2011-05-21,-0.038,-1.47,1,1.47049107443738
2011-05-22,-0.222,-1.382,1,1.39971711427702
2011-05-23,-0.378,-0.956,1,1.02801750957851
2011-06-06,0.606,-1.06,8,1.22099795249624
2011-06-07,0.428,-1.614,8,1.66978441722277
2011-06-08,0.206,-1.792,8,1.80380154119016
2011-06-09,-0.016,-1.594,1,1.59408029910667
2011-06-10,-0.192,-1.146,1,1.16197246094733
2011-06-21,-1.082,-1.058,2,1.51330367078125
2011-06-22,-1.206,-0.816,2,1.45612224761522
2011-06-23,-1.286,-0.43,2,1.35598525065725
2011-06-24,-1.314,-0.03,2,1.3143424211369
2012-03-20,0.168,-0.98,8,0.994295730655623
2012-04-02,-0.026,-0.962,1,0.962351287212731
2012-04-03,-0.178,-1.248,1,1.26063000122954
2012-04-04,-0.332,-1.134,1,1.18160060934311
2012-04-05,-0.472,-1.25,1,1.3361452016903
2012-04-06,-0.65,-1.374,1,1.51999210524266
2012-04-07,-0.814,-1.26,1,1.50006533191058
2012-04-08,-0.97,-1.206,1,1.54768730691959
2012-04-09,-1.112,-0.91,2,1.43688691273879
2012-04-10,-1.192,-0.246,2,1.21711955041401
2012-06-21,-1.628,-1.588,2,2.27423129870293
2012-06-22,-1.814,-1.342,2,2.25644853697132
2012-06-23,-1.96,-0.786,2,2.11172820220785
2012-06-24,-2.014,-0.204,2,2.02430531294071
2012-06-25,-2.026,-0.012,2,2.02603553769424
2013-03-09,1.576,-0.264,7,1.59795869783922
2013-03-10,1.518,-0.592,7,1.62935201844169
2013-03-11,1.426,-0.854,7,1.66216485343663
2013-03-12,1.304,-1.052,7,1.67544620922308
2013-03-13,1.172,-0.936,7,1.49989332954047
2013-03-14,1.08,-0.384,7,1.14623557788092
2013-03-15,1.066,-0.098,7,1.07049521250681
2013-03-16,1.044,-0.156,7,1.05559082981996
2013-03-17,1.028,-0.026,7,1.02832874121071
2013-03-18,1.024,-0.21,7,1.0453114368455
2013-03-19,0.962,-0.828,7,1.26926277815116
2013-03-20,0.83,-0.99,8,1.29189782877749
2013-03-31,1.004,-0.134,7,1.01290275939993
2013-04-03,0.974,-0.05,7,0.975282523169569
2013-04-04,0.934,-0.498,7,1.05847059477342
2013-04-05,0.856,-0.654,7,1.07724277672213
2013-04-06,0.77,-0.728,7,1.05966221032931
2013-04-07,0.662,-1.092,8,1.27699177757729
2013-05-25,-0.032,-1.036,1,1.03649409067298
2013-05-26,-0.19,-1.35,1,1.36330480817754
2013-05-27,-0.376,-1.526,1,1.57163990786694
2013-05-28,-0.582,-1.722,1,1.81769304339319
2013-05-29,-0.818,-2.004,1,2.16451842219003
2013-05-30,-1.084,-1.978,1,2.25555758073253
2013-05-31,-1.312,-1.636,1,2.09710276333803
2013-06-01,-1.498,-1.256,2,1.95487595514396
2013-06-02,-1.626,-0.694,2,1.767911762504
2013-06-03,-1.672,-0.046,2,1.67263265542677
2013-06-25,0.098,-1.014,8,1.0187246929372
2013-06-26,-0.054,-1.334,1,1.33509250615828
2014-03-02,1.21,-0.366,7,1.26414239704236
2014-03-03,1.126,-0.854,7,1.41322043574242
2014-03-04,1.006,-0.96,7,1.39055240821768
2014-03-05,0.892,-0.822,7,1.21299134374488
2014-03-06,0.794,-0.728,7,1.07722792388612
2014-03-07,0.702,-0.662,7,0.964908285797153
2014-03-09,0.51,-1.054,8,1.17090392432513
2014-03-10,0.348,-1.404,8,1.4464853957092
2014-03-11,0.154,-1.674,8,1.68106870769758
2014-03-12,-0.076,-1.824,1,1.82558264671858
2014-03-13,-0.31,-1.856,1,1.88171092360118
2014-03-14,-0.546,-1.746,1,1.82938022291704
2014-03-15,-0.752,-1.502,1,1.67973450283073
2014-03-16,-0.926,-1.174,1,1.49524312404371
2014-03-17,-1.046,-0.704,2,1.26084574790099
2014-03-18,-1.1,-0.0919999999999999,2,1.10384056819814
2014-04-12,-1.3,-0.97,2,1.62200493217499
2014-04-13,-1.404,-0.628,2,1.53805071437843
2014-04-14,-1.46,-0.272,2,1.48512087050179
2014-05-10,-0.038,-1.216,1,1.21659360511224
2014-05-11,-0.204,-1.336,1,1.35148510905596
2014-05-12,-0.366,-1.082,1,1.14222589709742
2014-05-22,0.074,-0.952,8,0.954871719132994
2014-05-23,-0.072,-1.27,1,1.27203930756876
2014-05-24,-0.232,-1.094,1,1.11832911077196
2014-05-26,-0.456,-0.89,1,1.000017999838
2014-05-27,-0.574,-0.882,1,1.0523307464861
2014-05-28,-0.676,-0.696,1,0.970253575102921
2015-03-27,0.286,-0.992,8,1.03240495930618
2015-03-28,0.146,-1.266,8,1.27439083486974
2015-03-29,-0.036,-1.544,1,1.54441963209485
2015-03-30,-0.242,-1.72,1,1.73694098921063
2015-03-31,-0.464,-1.586,1,1.65248055964359
2015-04-20,-1.59,-0.904,2,1.82902050289219
2015-04-21,-1.656,-0.026,2,1.65620409370343
2015-05-19,0.72,-0.65,7,0.97
2015-05-20,0.628,-0.758,8,0.984351563213063
2015-05-21,0.524,-0.906,8,1.04661931952358
2015-05-22,0.398,-1.002,8,1.07815026781984
2015-05-25,0.03,-1.2,8,1.20037494142455
2015-05-26,-0.134,-1.248,1,1.25517329480833
2015-05-27,-0.284,-1.12,1,1.15544623414506
2015-05-28,-0.42,-1.054,1,1.13459948880651
2015-05-29,-0.548,-0.842,1,1.00462331249081
2015-06-09,-0.858,-0.688,2,1.09977634089846
2015-06-10,-0.93,-0.464,2,1.03932478080723
2015-06-11,-0.974,-0.156,2,0.98641370631191
2016-03-06,2.346,-0.504,7,2.39952745347912
2016-03-13,1.84,-0.022,7,1.84013151703893
2016-03-16,1.884,-0.016,7,1.88406793932703
2016-03-20,1.93,-0.072,7,1.93134253823603
2016-03-28,1.906,-0.252,7,1.92258679908086
2016-03-29,1.836,-0.762,7,1.98784808272665
2016-03-30,1.718,-1.04,7,2.00826392687814
2016-03-31,1.576,-1.122,7,1.93459556496959
2016-05-23,1.766,-0.126,7,1.77048919793372
2016-05-24,1.704,-0.708,7,1.84523169276923
2016-05-25,1.594,-0.994,7,1.87852921191021
2016-05-26,1.46,-1.012,7,1.77644138659287
2016-05-27,1.342,-0.852,7,1.58961253140506
2016-05-28,1.238,-0.872,7,1.51427474389557
2016-05-29,1.12,-0.904,7,1.43931094625171
2016-05-30,1.01,-0.888,7,1.34485835685398
2016-05-31,0.892,-0.956,8,1.30751673029449
2016-06-06,0.34,-1.224,8,1.27034483507432
2016-06-07,0.156,-1.716,8,1.72307631868121
2016-06-08,-0.102,-2.302,1,2.30425866603556
2016-06-09,-0.418,-2.492,1,2.52681380398319
2016-06-10,-0.718,-2.138,1,2.25534210265317
2016-06-11,-0.954,-1.578,1,1.84396312327552
2016-06-12,-1.116,-0.874,2,1.41750908286332
2016-06-13,-1.182,-0.248,2,1.20773672627771
2016-06-14,-1.2,-0.246,2,1.22495550939616
2016-06-15,-1.254,-0.46,2,1.33570805193351
2016-06-16,-1.308,-0.272,2,1.33598203580737
2016-06-17,-1.326,-0.182,2,1.33843191832831
2016-06-18,-1.36,-0.318,2,1.39668321390357
